Formula,Smiles,EA (eV),IE (eV),Charge,Svg,Task Id,MW,Oxidation Hydrogen,Reduction Hydrogen,Oxidation Lithium,Reduction Lithium,Oxidation Magnesium,Reduction Magnesium,Point Group
H12 C14 O2,C12=C(C=C(C1=C[CH][CH][CH][CH]2)C(=O)C)C(=O)C,4.471,4.355,0,Multiple Molecules - Open Babel Depiction                                        .  .  . O  . O H H H H H H H H H H H H,mol-39889,106.122,1.315,1.431,4.355,4.471,3.685,3.801,C1
H40 C23 O5,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCCOC)OCCOCCCOC,,4.355,0,Multiple Molecules - Open Babel Depiction                                                                            O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-186891,396.561,1.315,,4.355,,3.685,,C1
H8 C10 O1,Oc1cc2c(cc1)cccc2,0.29,4.357,0,Multiple Molecules - Open Babel Depiction                              O H H H H H H H H,mol-30639,144.17,1.317,-2.75,4.357,0.29,3.687,-0.38,Cs
H6 C6 O5,COC1=COC=C(C(=O)O)O1,0.78,4.357,0,H6 C6 O5 - Open Babel Depiction                        O H H H H H H O O O O   H6 C6 O5,mol-39252,158.109,1.317,-2.26,4.357,0.78,3.687,0.11,Cs
H10 C12 O1,c1ccc(cc1)c1ccc(cc1)O,,4.359,0,H10 C12 O1 - Open Babel Depiction                                  H H H H H H H H H H O   H10 C12 O1,mol-22868,170.207,1.319,-395.815,4.359,-392.775,3.689,-393.445,C1
H6 C7 O2,C#CC1=COC(=CC1)O,0.294,4.359,0,H6 C7 O2 - Open Babel Depiction                       O O H H H H H H   H6 C7 O2,mol-12632,122.121,1.319,-2.746,4.359,0.294,3.689,-0.376,Cs
H8 C8 O2,C#C[C@@H]1C=COC(=C1)OC,-0.137,4.361,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-7714,136.148,1.321,-3.177,4.361,-0.137,3.691,-0.807,C1
H12 C14 O2,C#CC1(C#C)CCCc2cc(c(cc12)O)O,-0.367,4.362,0,Multiple Molecules - Open Babel Depiction                                         O O H H H H H H H H H H H H,mol-116864,106.122,1.322,-3.407,4.362,-0.367,3.692,-1.037,C1
H10 C9 O1,C#CC1=CCC=C(CC)O1,0.379,4.366,0,H10 C9 O1 - Open Babel Depiction                            H H H H H H H H H H O   H10 C9 O1,mol-8012,134.175,1.326,-2.661,4.366,0.379,3.696,-0.291,C1
H16 C17 O4,c1ccc(cc1)c1c2CCCCc2c(c(c1O)O)C(=O)O,0.587,4.366,0,Multiple Molecules - Open Babel Depiction                                                   O O O O H H H H H H H H H H H H H H H H,mol-117178,284.307,1.326,-2.453,4.366,0.587,3.696,-0.083,C1
H12 C11 O4,C1CCc2c(C1)cc(c(c2C(=O)O)O)O,0.532,4.367,0,Multiple Molecules - Open Babel Depiction                                     O O O O H H H H H H H H H H H H,mol-116575,208.211,1.327,-2.508,4.367,0.532,3.697,-0.138,C1
H22 C20 O6,C([C@@H]1[C@@H](Cc2cc(OC)c(cc2)O)C(=O)OC1)c1cc(OC)c(cc1)O,-0.496,4.368,0,Multiple Molecules - Open Babel Depiction                                                                    O O O O O O H H H H H H H H H H H H H H H H H H H H H H,mol-36211,179.193,1.328,-3.536,4.368,-0.496,3.698,-1.166,C1
H16 C15 O2,C(C)(C)(c1ccc(cc1)O)c1ccc(cc1)O,-0.641,4.368,0,Multiple Molecules - Open Babel Depiction                                             O O H H H H H H H H H H H H H H H H,mol-21070,228.286,1.328,-3.681,4.368,-0.641,3.698,-1.311,C2
H14 C13 O4,C=Cc1c2CCCCc2c(c(c1O)O)C(=O)O,0.844,4.371,0,Multiple Molecules - Open Babel Depiction                                          O O O O H H H H H H H H H H H H H H,mol-116920,234.248,1.331,-2.196,4.371,0.844,3.701,0.174,C1
H16 C13 O4,CC(=O)c1c2CCCCc2c(c(c1O)O)OC,0.606,4.374,0,Multiple Molecules - Open Babel Depiction                                           O O O O H H H H H H H H H H H H H H H H,mol-116549,236.264,1.334,-2.434,4.374,0.606,3.704,-0.064,C1
H12 C9 O1,O(C)c1c(C)ccc(c1)C,-0.872,4.375,0,Multiple Molecules - Open Babel Depiction                              O H H H H H H H H H H H H,mol-25072,136.191,1.335,-3.912,4.375,-0.872,3.705,-1.542,Cs
H14 C13 O3,C#Cc1c2CCCCc2c(c(c1O)O)OC,0.232,4.375,0,Multiple Molecules - Open Babel Depiction                                         O O O H H H H H H H H H H H H H H,mol-116553,218.248,1.335,-2.808,4.375,0.232,3.705,-0.438,C1
H28 C17 O3,CC(C)(C)c1ccc(c(c1OC)C(C)(C)C)OCOC,-0.763,4.376,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-119219,280.402,1.336,-3.803,4.376,-0.763,3.706,-1.433,C1
H8 C8 O1,C#CC1=CCC=C(C)O1,0.384,4.377,0,H8 C8 O1 - Open Babel Depiction                         O H H H H H H H H   H8 C8 O1,mol-7630,120.149,1.337,-2.656,4.377,0.384,3.707,-0.286,Cs
H10 C8 O1,C=CC1=CC=C[C@H]1OC,,4.377,0,H10 C8 O1 - Open Babel Depiction                               H H H H H H H H H H O   H10 C8 O1,mol-25890,122.164,1.337,,4.377,,3.707,,C1
H10 C8 O1,C=C[C@@H]1C=COC=C1C,-0.368,4.378,0,H10 C8 O1 - Open Babel Depiction                          H H H H H H H H H H O   H10 C8 O1,mol-13613,122.164,1.338,-3.408,4.378,-0.368,3.708,-1.038,C1
H5 C2 O1,[O]CC,0.162,4.378,-1,Multiple Molecules - Open Babel Depiction             . O H H H H H,mol-63997,45.06,,,,,,,Cs
H28 C17 O3,CC(C)(C)c1cc(c(c(c1)OCOC)C(C)(C)C)OC,-0.897,4.382,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-114653,280.402,1.342,-3.937,4.382,-0.897,3.712,-1.567,C1
H10 C9 O4,C(C(=O)O)c1cc(OC)c(cc1)O,-0.259,4.384,0,Multiple Molecules - Open Babel Depiction                                O O O O H H H H H H H H H H,mol-29448,182.173,1.344,-3.299,4.384,-0.259,3.714,-0.929,C1
H26 C19 O6,C#Cc1c2CCCCc2c(c(c1O)O)OCCOCCOCCOC,0.164,4.387,0,Multiple Molecules - Open Babel Depiction                                                              O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-83489,350.406,1.347,-2.876,4.387,0.164,3.717,-0.506,C1
H8 C9 O1,c12c(cccc2)OC=CC1,-0.388,4.389,0,Multiple Molecules - Open Babel Depiction                            O H H H H H H H H,mol-29172,132.159,1.349,-3.428,4.389,-0.388,3.719,-1.058,Cs
H24 C16 O6,COCCOC1(CCCc2cc(c(cc12)O)O)OCCOC,-0.391,4.389,0,Multiple Molecules - Open Babel Depiction                                                       O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-117788,156.179,1.349,-3.431,4.389,-0.391,3.719,-1.061,C1
H40 C23 O5,CC(C)(C)c1cc(c(cc1C(C)(C)C)OCCOCCCOC)OCCOC,,4.39,0,Multiple Molecules - Open Babel Depiction                                                                            O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-186886,396.561,1.35,,4.39,,3.72,,C1
H8 C9 O1,C#CC1=CCC=C(C=C)O1,0.346,4.392,0,H8 C9 O1 - Open Babel Depiction                           O H H H H H H H H   H8 C9 O1,mol-8251,132.159,1.352,-2.694,4.392,0.346,3.722,-0.324,Cs
H42 C24 O6,CC(C)(C)c1cc(c(c(c1)OCOCCOC)C(C)(C)C)OCCOCCCOC,-0.832,4.393,0,Multiple Molecules - Open Babel Depiction                                                                                O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85498,71.098,1.353,-3.872,4.393,-0.832,3.723,-1.502,C1
H10 C13 O1,c12c(Oc3c(C1)cccc3)cccc2,,4.399,0,Multiple Molecules - Open Babel Depiction                                     O H H H H H H H H H H,mol-46969,182.218,1.359,,4.399,,3.729,,Cs
H14 C12 O4,CC(=O)c1c2CCCCc2c(c(c1O)O)O,0.658,4.4,0,Multiple Molecules - Open Babel Depiction                                        O O O O H H H H H H H H H H H H H H,mol-116610,111.119,1.36,-2.382,4.4,0.658,3.73,-0.012,C1
H20 C14 O3,C(CC/C=C/OC)c1cc(OC)cc(c1)OC,-0.8,4.403,0,Multiple Molecules - Open Babel Depiction                                              O O O H H H H H H H H H H H H H H H H H H H H,mol-32963,236.307,1.363,-3.84,4.403,-0.8,3.733,-1.47,C1
H10 C11 O2,c1ccc(cc1)[C@@H]1C=COC(=C1)O,-0.428,4.403,0,H10 C11 O2 - Open Babel Depiction                                 O H H H H H H H H H H O   H10 C11 O2,mol-7349,174.196,1.363,-3.468,4.403,-0.428,3.733,-1.098,C1
H10 C12 O3,c1ccc(cc1)C1=COC(=CC1)C(=O)O,0.824,4.404,0,H10 C12 O3 - Open Babel Depiction                                    O H H H H H H H H H H O O   H10 C12 O3,mol-9720,202.206,1.364,-2.216,4.404,0.824,3.734,0.154,C1
H34 C20 O4,CC(C)(C)c1cc(c(cc1C(C)(C)C)OCCOC)OCCOC,-0.735,4.406,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84585,169.241,1.366,-3.775,4.406,-0.735,3.736,-1.405,C2
H18 C15 O4,C#Cc1c2CCCCc2c(c(c1O)O)OCCOC,0.22,4.408,0,Multiple Molecules - Open Babel Depiction                                                O O O O H H H H H H H H H H H H H H H H H H,mol-117000,262.301,1.368,-2.82,4.408,0.22,3.738,-0.45,C1
H36 C21 O5,CC(C)(C)c1cc(c(c(c1)OCOCCOC)OCCOC)C(C)(C)C,-0.646,4.408,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84976,368.508,1.368,-3.686,4.408,-0.646,3.738,-1.316,C1
H32 C19 O4,CC(C)(C)c1ccc(c(c1OCCOC)C(C)(C)C)OCOC,-0.562,4.409,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84607,324.455,1.369,-3.602,4.409,-0.562,3.739,-1.232,C1
H6 C6 O4,C1C(=COC=C1O)C(=O)O,0.707,4.411,0,H6 C6 O4 - Open Babel Depiction                       O O O O H H H H H H   H6 C6 O4,mol-9285,142.109,1.371,-2.333,4.411,0.707,3.741,0.037,C1
H32 C19 O4,CC(C)(C)c1cc(c(c(c1)OCOC)OCCOC)C(C)(C)C,-0.706,4.412,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84972,324.455,1.372,-3.746,4.412,-0.706,3.742,-1.376,C1
H16 C11 O1,c1(C(C)(C)C)c(ccc(c1)C)O,-0.743,4.413,0,Multiple Molecules - Open Babel Depiction                                    O H H H H H H H H H H H H H H H H,mol-57812,164.244,1.373,-3.783,4.413,-0.743,3.743,-1.413,Cs
H32 C19 O4,CC(C)(C)c1cc(c(c(c1)OCOCCOC)C(C)(C)C)OC,-0.824,4.413,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85311,324.455,1.373,-3.864,4.413,-0.824,3.743,-1.494,C1
H12 C9 O1,C=C[C@@H]1C=COC(=C1)CC,-0.362,4.413,0,H12 C9 O1 - Open Babel Depiction                                  H H H H H H H H H H H H O   H12 C9 O1,mol-8068,136.191,1.373,-3.402,4.413,-0.362,3.743,-1.032,C1
H12 C11 O5,C1CCc2c(C1)c(c(c(c2O)O)O)C(=O)O,0.527,4.415,0,Multiple Molecules - Open Babel Depiction                                      O O O O O H H H H H H H H H H H H,mol-116581,224.21,1.375,-2.513,4.415,0.527,3.745,-0.143,C1
H14 C12 O5,COc1c2CCCCc2c(c(c1O)O)C(=O)O,0.438,4.416,0,Multiple Molecules - Open Babel Depiction                                         O O O O O H H H H H H H H H H H H H H,mol-116743,238.237,1.376,-2.602,4.416,0.438,3.746,-0.232,C1
H14 C10 O2,C(CC/C=C/OC)c1ccoc1,-1.004,4.416,0,Multiple Molecules - Open Babel Depiction                                  O O H H H H H H H H H H H H H H,mol-25345,83.108,1.376,-4.044,4.416,-1.004,3.746,-1.674,C1
H10 C9 O1,CC[C@@H]1C=COC=C1C#C,0.287,4.418,0,H10 C9 O1 - Open Babel Depiction                                 H H H H H H H H H H O   H10 C9 O1,mol-7986,134.175,1.378,-2.753,4.418,0.287,3.748,-0.383,C1
H16 C11 O3,C(OC)(OC)[C@H]1c2c(cco2)CCC1,-0.885,4.419,0,Multiple Molecules - Open Babel Depiction                                           O O O H H H H H H H H H H H H H H H H,mol-32617,196.243,1.379,-3.925,4.419,-0.885,3.749,-1.555,C1
H22 C14 O1,C(C)(C)(C)c1cc(C(C)(C)C)ccc1O,-0.958,4.421,0,Multiple Molecules - Open Babel Depiction                                             O H H H H H H H H H H H H H H H H H H H H H H,mol-57993,206.324,1.381,-3.998,4.421,-0.958,3.751,-1.628,Cs
H30 C18 O4,CC(C)(C)c1cc(c(c(c1)OCOC)C(C)(C)C)OCOC,-0.751,4.421,0,Multiple Molecules - Open Babel Depiction                                                            O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85238,155.214,1.381,-3.791,4.421,-0.751,3.751,-1.421,C1
H10 C9 O1,C=C[C@@H]1C=COC(=C1)C=C,0.182,4.423,0,H10 C9 O1 - Open Babel Depiction                                 H H H H H H H H H H O   H10 C9 O1,mol-7990,134.175,1.383,-2.858,4.423,0.182,3.753,-0.488,C1
H16 C14 O4,C(=C(\C=C)/C)/C1=C(C)C(=O)C(=C(C1=O)OC)OC,2.564,4.425,0,Multiple Molecules - Open Babel Depiction                                             O O O O H H H H H H H H H H H H H H H H,mol-32909,124.137,1.385,-0.476,4.425,2.564,3.755,1.894,C1
H10 C8 O2,c1(cc(ccc1)O)OCC,-0.489,4.426,0,Multiple Molecules - Open Babel Depiction                            O O H H H H H H H H H H,mol-43669,69.082,1.386,-3.529,4.426,-0.489,3.756,-1.159,Cs
H8 C7 O4,COC1=C(C(=O)O)OC=CC1,0.728,4.427,0,H8 C7 O4 - Open Babel Depiction                          O H H H H H H H H O O O   H8 C7 O4,mol-13297,156.136,1.387,-2.312,4.427,0.728,3.757,0.058,C1
H16 C14 O4,CC(=O)c1c2CCCCc2c(C(=O)C)c(c1O)O,1.44,4.427,0,Multiple Molecules - Open Babel Depiction                                             O O O O H H H H H H H H H H H H H H H H,mol-116628,124.137,1.387,-1.6,4.427,1.44,3.757,0.77,C1
H6 C7 O1,C#CC1=COC=CC1,0.323,4.428,0,H6 C7 O1 - Open Babel Depiction                      O H H H H H H   H6 C7 O1,mol-12620,106.122,1.388,-2.717,4.428,0.323,3.758,-0.347,Cs
H22 C17 O5,C#Cc1c2CCCCc2c(c(c1O)O)OCCOCCOC,0.216,4.428,0,Multiple Molecules - Open Babel Depiction                                                       O O O O O H H H H H H H H H H H H H H H H H H H H H H,mol-117211,306.354,1.388,-2.824,4.428,0.216,3.758,-0.454,C1
H8 C7 O4,COC1=CCC(=CO1)C(=O)O,0.741,4.43,0,H8 C7 O4 - Open Babel Depiction                          O H H H H H H H H O O O   H8 C7 O4,mol-13339,156.136,1.39,-2.299,4.43,0.741,3.76,0.071,C1
H12 C12 O1,CC1=COC=C[C@H]1c1ccccc1,-0.406,4.431,0,H12 C12 O1 - Open Babel Depiction                                   O H H H H H H H H H H H H   H12 C12 O1,mol-12565,172.223,1.391,-3.446,4.431,-0.406,3.761,-1.076,C1
H14 C11 O1,C(C)(C)[C@H]1c2c(OC1)cccc2,-0.506,4.433,0,Multiple Molecules - Open Babel Depiction                                   O H H H H H H H H H H H H H H,mol-33815,162.228,1.393,-3.546,4.433,-0.506,3.763,-1.176,C1
H10 C9 O1,C[C@H]1c2c(OC1)cccc2,-0.433,4.437,0,Multiple Molecules - Open Babel Depiction                                  O H H H H H H H H H H,mol-30424,134.175,1.397,-3.473,4.437,-0.433,3.767,-1.103,C1
H12 C12 O6,C1Cc2cc(c(cc2C(C1)(C(=O)O)C(=O)O)O)O,0.343,4.438,0,Multiple Molecules - Open Babel Depiction                                         O O O O O O H H H H H H H H H H H H,mol-117185,42.037,1.398,-2.697,4.438,0.343,3.768,-0.327,C1
H18 C14 O6,COCCOc1c2CCCCc2c(c(c1O)O)C(=O)O,0.438,4.438,0,Multiple Molecules - Open Babel Depiction                                                O O O O O O H H H H H H H H H H H H H H H H H H,mol-117404,141.145,1.398,-2.602,4.438,0.438,3.768,-0.232,C1
H16 C14 O4,CC(=O)C1(CCCc2cc(c(cc12)O)O)C(=O)C,0.668,4.44,0,Multiple Molecules - Open Babel Depiction                                             O O O O H H H H H H H H H H H H H H H H,mol-116640,124.137,1.4,-2.372,4.44,0.668,3.77,-0.002,C1
H30 C18 O4,CC(C)(C)c1ccc(c(c1OCOC)C(C)(C)C)OCOC,-0.428,4.447,0,Multiple Molecules - Open Babel Depiction                                                            O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84639,155.214,1.407,-3.468,4.447,-0.428,3.777,-1.098,C1
H34 C20 O5,CC(C)(C)c1ccc(c(c1OCOCCOC)C(C)(C)C)OCOC,-0.384,4.449,0,Multiple Molecules - Open Babel Depiction                                                                   O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84608,354.481,1.409,-3.424,4.449,-0.384,3.779,-1.054,C1
H6 C7 O4,C=CC1=C(C(=O)O)OC=CO1,1.286,4.451,0,H6 C7 O4 - Open Babel Depiction                         O H H H H H H O O O   H6 C7 O4,mol-39337,154.12,1.411,-1.754,4.451,1.286,3.781,0.616,C1
H6 C7 O4,C=CC1=COC(=CO1)C(=O)O,0.874,4.453,0,H6 C7 O4 - Open Babel Depiction                         O H H H H H H O O O   H6 C7 O4,mol-39320,154.12,1.413,-2.166,4.453,0.874,3.783,0.204,Cs
H26 C16 O2,C(CC(C)(C)C)(C)(C)c1ccc(cc1)OCCO,-0.745,4.454,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-37534,125.188,1.414,-3.785,4.454,-0.745,3.784,-1.415,C1
H36 C21 O5,CC(C)(C)c1ccc(c(c1OCCOC)OCOCCOC)C(C)(C)C,-0.623,4.454,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84858,368.508,1.414,-3.663,4.454,-0.623,3.784,-1.293,C1
H6 C6 O4,CC1=COC=C(C(=O)O)O1,0.774,4.455,0,H6 C6 O4 - Open Babel Depiction                       O O O O H H H H H H   H6 C6 O4,mol-39299,142.109,1.415,-2.266,4.455,0.774,3.785,0.104,Cs
H26 C21 O1,C(=C\1/C=C(C(C)(C)C)C(=O)C(=C1)C(C)(C)C)\c1ccccc1,1.769,4.456,0,Multiple Molecules - Open Babel Depiction                                                             O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-36587,294.431,1.416,-1.271,4.456,1.769,3.786,1.099,C1
H14 C14 O3,C#Cc1c2CCCCc2c(C(=O)C)c(c1O)O,0.975,4.456,0,Multiple Molecules - Open Babel Depiction                                           O O O H H H H H H H H H H H H H H,mol-116548,230.259,1.416,-2.065,4.456,0.975,3.786,0.305,C1
H12 C14 O2,C#Cc1c2CCCCc2c(C#C)c(c1O)O,0.732,4.459,0,Multiple Molecules - Open Babel Depiction                                         O O H H H H H H H H H H H H,mol-116457,106.122,1.419,-2.308,4.459,0.732,3.789,0.062,C1
H8 C7 O4,CCC1=COC(=CO1)C(=O)O,0.773,4.459,0,H8 C7 O4 - Open Babel Depiction                          O H H H H H H H H O O O   H8 C7 O4,mol-39391,156.136,1.419,-2.267,4.459,0.773,3.789,0.103,C1
H10 C8 O2,C=CC1=COC=C[C@H]1OC,0.279,4.46,0,H10 C8 O2 - Open Babel Depiction                                H H H H H H H H H H O O   H10 C8 O2,mol-4091,138.164,1.42,-2.761,4.46,0.279,3.79,-0.391,C1
H8 C11 O4,c1ccc(cc1)C1=C(C(=O)O)OC=CO1,1.231,4.461,0,H8 C11 O4 - Open Babel Depiction                                  O H H H H H H H H O O O   H8 C11 O4,mol-39335,204.179,1.421,-1.809,4.461,1.231,3.791,0.561,C1
H12 C9 O1,Cc1c(C)cc(cc1O)C,-0.55,4.462,0,Multiple Molecules - Open Babel Depiction                              O H H H H H H H H H H H H,mol-20462,136.191,1.422,-3.59,4.462,-0.55,3.792,-1.22,Cs
H36 C21 O5,CC(C)(C)c1ccc(c(c1OCCOC)C(C)(C)C)OCOCCOC,,4.463,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84658,368.508,1.423,,4.463,,3.793,,C1
H8 C7 O3,COC1=CC=C[C@H]1C(=O)O,-0.018,4.463,0,H8 C7 O3 - Open Babel Depiction                         O H H H H H H H H O O   H8 C7 O3,mol-25818,140.137,1.423,-3.058,4.463,-0.018,3.793,-0.688,C1
H18 C16 O4,[C@H]([C@@H](O)c1ccc(cc1)OC)(O)c1ccc(cc1)OC,-0.467,4.464,0,Multiple Molecules - Open Babel Depiction                                                            O O O O H H H H H H H H H H H H H H H H H H,mol-47198,137.156,1.424,-3.507,4.464,-0.467,3.794,-1.137,C1
H14 C15 O6,O[C@H]1[C@H](Oc2c(C1)c(O)cc(c2)O)c1cc(O)c(cc1)O,-0.17,4.464,0,Multiple Molecules - Open Babel Depiction                                                 O O O O O O H H H H H H H H H H H H H H,mol-21546,290.268,1.424,-3.21,4.464,-0.17,3.794,-0.84,C1
H10 C11 O2,c1ccc(cc1)C1=COC=C[C@H]1O,0.228,4.468,0,H10 C11 O2 - Open Babel Depiction                                      O H H H H H H H H H H O   H10 C11 O2,mol-13320,174.196,1.428,-2.812,4.468,0.228,3.798,-0.442,C1
H12 C13 O1,C=CC1=C[C@@H](C=CO1)c1ccccc1,0.212,4.468,0,H12 C13 O1 - Open Babel Depiction                                     O H H H H H H H H H H H H   H12 C13 O1,mol-8243,184.234,1.428,-2.828,4.468,0.212,3.798,-0.458,C1
H10 C7 O3,CO[C@@H]1C=COC(=C1)OC,-0.707,4.469,0,H10 C7 O3 - Open Babel Depiction                               H H H H H H H H H H O O O   H10 C7 O3,mol-12058,142.153,1.429,-3.747,4.469,-0.707,3.799,-1.377,C1
